food_name,calories,protein,fat,carbs,fiber,sugar,meal_type,cat
Winged Bean Immature Seeds Cooked Boiled Drained With Salt,37.0,5.3,0.7,3.2,0.0,0.0,lunch,vegan
Infant Formula Powder Made With Water NFS (Store Brand Soy),65.0,1.6,3.5,6.8,0.0,6.8,snacks,vegan
Bread Cracked-Wheat,260.0,8.7,3.9,49.5,5.5,0.0,break-fast,vegan
Kfc Fried Chicken Extra Crispy Skin And Breading,464.0,11.0,36.6,22.5,1.5,0.0,lunch,vegan
Milk Shake Home Recipe Chocolate Light,97.0,4.0,3.3,12.8,0.3,12.6,snacks,vegan
Pie Crust Deep Dish Frozen Unbaked Made With Enriched Flour,468.0,5.5,28.7,46.8,1.4,0.0,snacks,vegan
Shrimp And Noodles With Soy-Based Sauce,139.0,10.2,7.1,8.2,0.6,1.0,dinner,vegan
Brazilnuts,659.0,14.3,67.1,11.7,7.5,2.3,snacks,vegan
Babyfood Vegetables Mix Vegetables Junior,36.0,1.4,0.4,8.2,1.5,1.8,snacks,vegan
Dried Cranberries (Sweetened),308.0,0.2,1.1,82.8,5.3,72.6,snacks,vegan
Alcoholic Beverage Malt Beer Hard Lemonade,68.0,0.0,0.0,10.1,0.0,9.8,break-fast,vegan
Beets Cooked From Fresh Made With Margarine,57.0,1.6,1.8,9.7,1.9,7.7,lunch,vegan
Tomato And Okra Cooked Fat Added In Cooking Ns As To Type Of Fat,33.0,1.2,1.9,3.8,2.1,2.4,lunch,vegan
Fish Herring Eggs Pacific Plain (Alaska Native),74.0,9.6,1.9,4.5,0.0,0.0,break-fast,vegan
Doughnuts Cake-Type Plain Chocolate-Coated Or Frosted,452.0,4.9,25.2,51.3,1.9,26.6,snacks,vegan
Babyfood Cereal High Protein With Apple And Orange Dry,374.0,25.4,6.5,57.6,7.1,0.0,break-fast,vegan
Sushi Topped With Crab,95.0,3.8,0.3,18.6,0.8,3.0,dinner,vegan
Spinach Canned Regular Pack Solids And Liquids,19.0,2.1,0.4,2.9,1.6,0.3,lunch,vegan
Pepeao Dried,298.0,4.8,0.4,81.0,0.0,0.0,lunch,vegan
Bagel (Oat Bran),255.0,10.7,1.2,53.3,3.6,1.6,break-fast,vegan
Tomatoes From Fresh Broiled,22.0,1.1,0.2,4.8,1.5,3.3,lunch,vegan
Waxgourd (Chinese Preserving Melon) Raw,13.0,0.4,0.2,3.0,2.9,0.0,lunch,vegan
Pancakes Plain From Fast Food / Restaurant,303.0,7.2,15.3,34.1,2.1,6.9,break-fast,vegan
Pancakes Whole Grain Reduced Fat,253.0,8.0,9.7,33.6,3.3,7.2,break-fast,vegan
Soup Turkey Chunky Canned Ready-To-Serve,57.0,4.3,1.9,6.0,0.0,0.0,lunch,vegan
Chicken Or Turkey Chow Mein Or Chop Suey No Noodles,83.0,9.8,3.2,3.8,0.8,1.8,dinner,vegan
Cereal (Malt-O-Meal Blueberry Muffin Tops),374.0,5.3,3.2,85.1,5.6,35.0,break-fast,vegan
Bread Raisin Enriched Toasted,297.0,8.6,4.8,56.9,4.7,6.2,break-fast,vegan
Infant Formula Mead Johnson Enfamil Enfacare Lipil Ready-To-Feed With Ara And Dha,73.0,2.0,3.8,7.7,0.0,3.2,snacks,vegan
Rolls Dinner Plain Prepared From Recipe Made With Low Fat (2%) Milk,316.0,8.5,7.3,53.4,1.9,0.0,break-fast,vegan
Natures Path Organic Flax Plus Pumpkin Granola,467.0,11.2,18.3,66.1,8.4,18.2,break-fast,vegan
Archway Home Style Cookies Frosty Lemon,430.0,4.4,17.1,64.8,0.7,33.4,snacks,vegan
Potato Boiled Nfs,125.0,1.9,4.2,20.4,1.4,1.6,lunch,vegan
V8 V-Fusion Juices Peach Mango,49.0,0.4,0.0,11.4,0.0,10.6,break-fast,vegan
Puerto Rican Seasoning Without Ham And Tomato Sauce,123.0,1.2,10.5,7.2,1.7,3.0,lunch,vegan
Beef And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; No Potatoes Soy-Based Sauce,143.0,12.0,9.0,4.4,0.9,1.7,dinner,vegan
Macaroni Or Pasta Salad Made With Italian Dressing,132.0,3.7,3.7,20.9,1.7,2.4,dinner,vegan
Cereal (Kellogg's Honey Smacks),380.0,5.7,2.2,88.5,5.0,56.2,break-fast,vegan
Beans Lima Immature Cooked From Fresh Made With Margarine,133.0,6.6,1.9,22.9,5.2,1.6,lunch,vegan
Frozen Coffee Drink Decaffeinated,67.0,1.5,0.9,13.5,0.0,13.3,break-fast,vegan
Infant Formula Gerber Good Start 2 Gentle Plus Powder,492.0,10.8,25.1,57.1,0.0,57.1,snacks,vegan
Chicken Or Turkey Mushroom Soup Cream Of Prepared With Milk,75.0,2.4,3.4,8.4,1.6,2.9,lunch,vegan
Pinot Gris (Grigio),83.0,0.1,0.0,2.1,0.0,0.0,break-fast,vegan
94 Proof Liquor,275.0,0.0,0.0,0.0,0.0,0.0,break-fast,vegan
Vegetable Lasagna Frozen Meal,146.0,4.9,7.8,14.8,1.7,1.6,dinner,vegan
Pasta Gluten-Free Corn Dry,357.0,7.5,2.1,79.3,11.0,0.0,lunch,vegan
V8 Splash Juice Drinks Berry Blend,29.0,0.0,0.0,7.4,0.0,7.4,break-fast,vegan
Cactus Cooked Ns As To Fat Added In Cooking,34.0,1.3,2.3,3.2,1.9,1.1,lunch,vegan
Jujube,79.0,1.2,0.2,20.2,0.0,0.0,snacks,vegan
Infant Formula Mead Johnson Enfamil For Supplementing Powder With Ara And Dha Not Reconstituted,513.0,11.7,27.0,55.8,0.0,11.8,common,vegan
Pie Crust Standard-Type Frozen Ready-To-Bake Enriched Baked,508.0,6.5,28.6,56.2,3.3,4.2,snacks,vegan
Coffee Instant Regular Half The Caffeine,352.0,14.4,0.5,73.2,0.0,0.0,break-fast,vegan
Bagel Wheat With Raisins,255.0,9.5,1.4,51.9,4.1,11.4,break-fast,vegan
Caramel Dip Regular,291.0,1.2,12.2,48.5,0.0,48.5,snacks,vegan
Bananas And Pineapple Baby Food Ns As To Strained Or Junior,66.0,0.2,0.0,18.1,1.6,9.6,snacks,vegan
Jagerbomb,125.0,0.3,0.1,18.1,0.0,18.1,break-fast,vegan
Coffee Decaffeinated Pre-Lightened And Pre-Sweetened With Sugar,26.0,0.1,0.7,5.1,0.0,3.4,break-fast,vegan
Soft Drink Fruit Flavored Caffeine Containing,49.0,0.0,0.0,12.8,0.0,12.9,break-fast,vegan
Hamburger 1 Medium Patty With Condiments On Whole Wheat Bun,215.0,14.3,10.5,15.3,1.9,2.9,lunch,vegan
Squash Baby Food Ns As To Strained Or Junior,26.0,0.8,0.2,5.7,0.9,3.3,snacks,vegan
Chocolate Malt Powder Prepared With Fat Free Milk,49.0,3.2,0.2,8.6,0.0,7.8,snacks,vegan
Doughnut Cake Type Chocolate Covered Dipped In Peanuts,418.0,5.7,23.0,47.7,2.1,24.5,snacks,vegan
Cauliflower Green Cooked With Salt,32.0,3.0,0.3,6.3,3.3,0.0,lunch,vegan
Tea Green Ready-To-Drink Sweetened,27.0,0.0,0.2,6.2,0.0,5.3,break-fast,vegan
Tomato And Celery Cooked Fat Not Added In Cooking,18.0,0.9,0.1,4.0,0.9,2.5,lunch,vegan
Sesame Butter (Tahini),595.0,17.0,53.8,21.2,9.3,0.5,snacks,vegan
Palm Kernel Oil,862.0,0.0,100.0,0.0,0.0,0.0,common,vegan
Nuts Pecans Oil Roasted Without Salt Added,715.0,9.2,75.2,13.0,9.5,4.0,snacks,vegan
Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Ns As To Fat Added In Cooking,145.0,8.2,2.6,23.0,6.2,4.3,lunch,vegan
Biryani With Chicken,102.0,7.0,2.4,13.4,0.9,1.8,dinner,vegan
Papa Johns 14 Inch The Works Pizza Original Crust,240.0,10.3,10.2,26.7,2.5,4.8,lunch,vegan
Potato Salad Home-Prepared,143.0,2.7,8.2,11.2,1.3,0.0,lunch,vegan
Celery Cooked Fat Not Added In Cooking,18.0,0.8,0.2,4.0,1.6,2.4,lunch,vegan
Dandelion Greens Cooked Fat Added In Cooking Ns As To Type Of Fat,59.0,1.9,3.7,6.1,2.8,0.5,lunch,vegan
Beans Adzuki Mature Seed Cooked Boiled With Salt,128.0,7.5,0.1,24.8,7.3,0.0,lunch,vegan
Gelatin Desserts Dry Mix Reduced Calorie With Aspartame No Added Sodium,345.0,55.3,0.0,33.3,0.0,0.0,snacks,vegan
Dried Chinese Chestnuts,363.0,6.8,1.8,79.8,0.0,0.0,snacks,vegan
Cheese Sandwich Reduced Fat Cheddar Cheese On White Bread With Butter,327.0,14.6,17.9,27.1,1.4,3.0,common,vegan
Vodka,231.0,0.0,0.0,0.0,0.0,0.0,break-fast,vegan
Clam Chowder Ns As To Manhattan Or New England Style,61.0,3.2,2.0,7.6,0.3,2.8,lunch,vegan
Thyme (Fresh),101.0,5.6,1.7,24.4,14.0,0.0,common,vegan
Egg Substitute Omelet Scrambled Or Fried With Vegetables Fat Not Added In Cooking,46.0,7.7,0.1,4.1,0.7,2.7,break-fast,vegan
Chocolate Milk Made From Syrup With Fat Free Milk,65.0,2.9,0.1,13.2,0.0,12.4,snacks,vegan
Peas Green Cooked From Fresh Made With Butter,102.0,5.2,2.5,15.1,5.3,5.7,lunch,vegan
Pizza Hut 14 Inch Pepperoni Pizza Hand-Tossed Crust,291.0,12.2,12.6,32.1,2.6,2.8,lunch,vegan
Ralston Corn Flakes,384.0,5.9,0.9,88.0,2.7,7.8,break-fast,vegan
Brick Cheese,371.0,23.2,29.7,2.8,0.0,0.5,break-fast,vegan
Gelatin Dessert Dietetic With Whipped Topping Sweetened With Low Calorie Sweetener,26.0,0.8,0.5,4.7,0.0,0.8,snacks,vegan
Sweet And Sour Shrimp,168.0,7.2,8.5,15.8,0.8,9.1,dinner,vegan
Infant Formula Mead Johnson Enfamil Lipil With Iron Powder With Ara And Dha,511.0,10.8,27.0,56.2,0.0,56.0,snacks,vegan
English Muffins Plain Unenriched Without Calcium Propionate (Includes Sourdough),235.0,7.7,1.8,46.0,2.7,0.0,break-fast,vegan
Rolls Gluten-Free White Made With Brown Rice Flour Tapioca Starch And Sorghum Flour,257.0,5.6,8.2,40.2,2.9,3.0,break-fast,vegan
Buckwheat (Uncooked),343.0,13.2,3.4,71.5,10.0,0.0,lunch,vegan
Unsweetened Baking Chocolate,642.0,14.3,52.3,28.4,16.6,0.9,snacks,vegan
Double Bacon Cheeseburger 2 Small Patties With Condiments On Bun From Fast Food / Restaurant (Burger King Bacon Double Cheeseburger),255.0,14.9,15.3,13.8,0.7,3.1,break-fast,vegan
Soy Meal Defatted Raw,337.0,49.2,2.4,35.9,0.0,0.0,lunch,vegan
Stuffed Shells Cheese- And Spinach- Filled No Sauce,188.0,9.8,6.8,21.5,1.1,0.3,dinner,vegan
Edamame,121.0,11.9,5.2,8.9,5.2,2.2,lunch,vegan
Vans The Perfect 10 Crispy Six Whole Grain + Four Seed Baked Crackers Gluten Free,471.0,7.6,18.9,67.6,0.0,0.0,break-fast,vegan
Pie Cherry Prepared From Recipe,270.0,2.8,12.2,38.5,0.0,0.0,snacks,vegan
Egg White Omelet Scrambled Or Fried With Cheese Fat Added In Cooking,167.0,13.6,11.7,1.2,0.0,0.7,break-fast,vegan
Caesar Salad With Romaine No Dressing,71.0,4.8,3.4,6.0,2.0,1.3,lunch,vegan
Babyfood Cereal Barley Dry Fortified,376.0,13.2,6.6,69.4,6.6,13.2,break-fast,vegan
Noodles With Vegetables In Tomato-Based Sauce Diet Frozen Meal,66.0,3.3,1.6,10.6,1.7,2.4,dinner,vegan
Malt-O-Meal Chocolate Dry,363.0,10.6,0.8,79.6,2.8,16.6,snacks,vegan
Sugars Brown,380.0,0.1,0.0,98.1,0.0,97.0,snacks,vegan
Potato Roasted From Fresh Peel Not Eaten Ns As To Fat Added In Cooking,125.0,1.9,4.2,20.4,1.4,1.6,lunch,vegan
Shortening Cake Mix Soybean (Hydrogenated) And Cottonseed (Hydrogenated),884.0,0.0,100.0,0.0,0.0,0.0,snacks,vegan
Yogurt Nonfat Milk Fruit,83.0,5.1,0.2,15.0,0.1,12.6,break-fast,vegan
Milk Reduced Fat Fluid 2% Milkfat Protein Fortified With Added Vitamin A And Vitamin D,56.0,4.0,2.0,5.5,0.0,5.3,break-fast,vegan
Plums Canned Purple Heavy Syrup Pack Solids And Liquids,89.0,0.4,0.1,23.2,0.9,22.3,snacks,vegan
Pizza With Beans And Vegetables Thick Crust,225.0,9.4,8.2,28.5,2.8,2.8,break-fast,vegan
Pie Peach One Crust,232.0,2.2,8.3,38.5,1.4,23.5,snacks,vegan
Pretzels Soft Ready-To-Eat Unsalted Buttered,350.0,8.1,4.0,70.3,1.7,0.2,snacks,vegan
Manhattan Clam Chowder,56.0,3.0,1.4,7.8,1.2,1.7,lunch,vegan
Pasta Whole Grain 51% Whole Wheat Remaining Unenriched Semolina Cooked,159.0,5.8,1.5,31.5,4.6,0.8,lunch,vegan
Coffee Instant Decaffeinated Prepared With Water,2.0,0.1,0.0,0.4,0.0,0.0,break-fast,vegan
Babyfood Meat Beef Junior,81.0,12.0,2.5,2.4,0.0,0.0,snacks,vegan
Subway Sweet Onion Chicken Teriyaki Sub On White Bread With Lettuce Tomato And Sweet Onion Sauce,155.0,10.9,2.4,22.5,1.2,6.1,lunch,vegan
Peas Green Cooked Ns As To Form Made With Butter,96.0,5.0,2.6,13.8,4.3,4.2,lunch,vegan
Potato Salad Made With Creamy Dressing,140.0,1.6,7.5,16.8,1.5,1.6,dinner,vegan
Coffee Cream Liqueur,327.0,2.8,15.7,20.9,0.0,19.8,break-fast,vegan
Cheese Fondue,276.0,19.3,21.2,1.9,0.0,0.5,lunch,vegan
Mars Snackfood Us M&Ms Crispy Chocolate,475.0,4.3,19.3,72.4,2.0,58.9,snacks,vegan
Pie Berry Not Blackberry Blueberry Boysenberry Huckleberry Raspberry Or Strawberry; One Crust,249.0,1.8,10.3,38.7,2.5,21.6,snacks,vegan
Hamburger 1 Medium Patty Plain On White Bun,275.0,19.0,12.3,20.7,0.7,3.0,lunch,vegan
Bread Lard Puerto Rican Style,280.0,7.0,2.9,55.5,2.0,7.0,break-fast,vegan
Beans String Yellow Cooked From Frozen Made With Oil,56.0,1.4,3.4,6.2,2.9,1.8,lunch,vegan
Hot Chocolate / Cocoa Made With Dry Mix And Non-Dairy Milk,88.0,2.2,1.6,16.0,0.7,13.0,snacks,vegan
Babyfood Dessert Peach Cobbler Strained,65.0,0.3,0.0,17.8,0.7,10.6,snacks,vegan
Finger Foods Puffs Baby Food,389.0,6.2,2.3,85.8,3.8,17.8,snacks,vegan
Poke Greens Cooked Made With Butter,39.0,2.2,2.6,3.0,1.4,1.6,lunch,vegan
Canned Tomato Puree,38.0,1.6,0.2,9.0,1.9,4.8,lunch,vegan
Babyfood Prunes Without Vitamin C Strained,100.0,1.0,0.2,23.5,2.7,14.3,snacks,vegan
Rice Paper,329.0,5.1,1.2,72.5,2.1,0.3,snacks,vegan
Soup Nfs,24.0,1.2,0.8,3.1,0.5,0.0,lunch,vegan
Milk Shake Bottled Chocolate,150.0,3.7,6.7,20.4,1.6,13.4,snacks,vegan
Arrowroot Flour,357.0,0.3,0.1,88.2,3.4,0.0,lunch,vegan
Taco Or Tostada With Meat And Beans From Fast Food,219.0,8.6,12.1,19.7,4.0,0.9,dinner,vegan
Pasta Whole-Wheat Dry,352.0,13.9,2.9,73.4,9.2,2.7,lunch,vegan
Cabbage Red Cooked Made With Oil,54.0,1.5,3.0,6.7,2.5,3.2,lunch,vegan
Popeyes Fried Chicken Mild Breast Meat Only Skin And Breading Removed,157.0,29.0,4.5,0.0,0.0,0.0,lunch,vegan
Cranberry Juice Cocktail Frozen Concentrate,201.0,0.0,0.0,51.4,0.2,42.5,break-fast,vegan
Pie Fillings Cherry Low Calorie,53.0,0.8,0.2,12.0,1.2,9.2,snacks,vegan
Hot Cocoa,77.0,3.5,2.3,10.7,1.0,9.7,break-fast,vegan
Frozen Mocha Coffee Drink,66.0,1.5,0.9,13.0,0.0,12.2,break-fast,vegan
Pears Canned Juice Pack Solids And Liquids,50.0,0.3,0.1,12.9,1.6,9.7,snacks,vegan
Cooked Pumpkin,20.0,0.7,0.1,4.9,1.1,2.1,lunch,vegan
Cereal (Kellogg's Product 19),374.0,8.5,1.3,84.3,2.8,12.5,break-fast,vegan
Wendys Tea Ready-To-Drink Unsweetened,1.0,0.2,0.0,0.0,0.0,0.0,break-fast,vegan
Egg Deviled,198.0,11.5,15.9,1.1,0.0,1.1,break-fast,vegan
Gravy Unspecified Type Dry,344.0,13.0,8.0,58.0,0.0,0.0,lunch,vegan
Succotash (Corn And Limas) Frozen Cooked Boiled Drained With Salt,93.0,4.3,0.9,20.0,4.1,2.2,lunch,vegan
Collards Cooked From Canned Made With Margarine,45.0,2.6,2.1,5.5,3.9,0.4,lunch,vegan
Collards Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,47.0,2.6,2.4,5.5,3.9,0.4,lunch,vegan
Wheat Flour White (Industrial) 9% Protein Bleached Unenriched,367.0,8.9,1.4,77.3,2.4,0.5,lunch,vegan
Chicken Patty Sandwich With Cheese On Wheat Bun With Lettuce Tomato And Spread,254.0,11.9,12.7,24.6,3.1,4.0,lunch,vegan
Frankfurter Or Hot Dog Sandwich With Meatless Chili On Wheat Bread,223.0,9.3,13.8,15.8,2.2,2.3,lunch,vegan
Digiorno Pizza Pepperoni Topping Rising Crust Frozen Baked,265.0,12.5,10.1,31.2,2.3,5.1,lunch,vegan
Bread Gluten-Free White Made With Potato Extract Rice Starch And Rice Flour,320.0,3.1,10.7,52.8,3.5,8.4,break-fast,vegan
Beet Greens Cooked Made With Oil,53.0,2.5,3.2,5.3,2.8,0.6,lunch,vegan
Spinach,23.0,2.9,0.4,3.6,2.2,0.4,lunch,vegan
Soy Milk Original And Vanilla Light Unsweetened With Added Calcium Vitamins A And D,34.0,2.6,0.8,3.8,0.6,0.4,lunch,vegan
Flowers Or Blossoms Of Sesbania Squash Or Lily Fat Added In Cooking,36.0,1.1,2.5,3.2,0.9,2.3,lunch,vegan
Burger King Vanilla Shake,168.0,3.2,8.7,19.0,0.0,11.7,lunch,vegan
Ground Beef With Tomato Sauce And Taco Seasonings On A Cornbread Crust,194.0,9.6,8.1,20.5,2.6,7.0,dinner,vegan
Rice White With Cheese And/or Cream Based Sauce Fat Not Added In Cooking,152.0,5.3,5.2,20.4,0.3,0.1,dinner,vegan
Beans Lima Immature Cooked Ns As To Form Made With Margarine,114.0,5.9,2.0,18.7,5.1,1.3,lunch,vegan
Peas And Carrots From Fresh Creamed,98.0,3.4,4.8,10.7,2.5,4.6,lunch,vegan
Rice Cakes Brown Rice Sesame Seed Unsalted,392.0,7.6,3.8,81.5,0.0,0.0,snacks,vegan
Cheese Sandwich Cheddar Cheese On Wheat Bread With Mayonnaise,364.0,14.3,23.1,24.6,2.8,2.9,common,vegan
Coffee Cafe Con Leche,39.0,1.6,1.1,5.6,0.0,4.9,break-fast,vegan
Pork Skins Barbecue-Flavor,538.0,57.9,31.8,1.6,0.0,0.0,snacks,vegan
Potato Roasted From Fresh Peel Not Eaten Fat Not Added In Cooking,93.0,2.0,0.1,21.5,1.5,1.7,lunch,vegan
Hamburger 1 Medium Patty Plain On Whole Wheat Bun,268.0,19.7,12.3,18.7,2.2,2.1,lunch,vegan
Beans Small White Mature Seeds Raw,336.0,21.1,1.2,62.2,24.9,0.0,lunch,vegan
Potato Chips Restructured Flavored,542.0,4.6,35.1,55.0,2.9,0.8,snacks,vegan
Banquet Salisbury Steak With Gravy Family Size Frozen Unprepared,155.0,6.9,11.1,7.0,1.0,0.3,dinner,vegan
Meat Substitute Cereal- And Vegetable Protein-Based Fried,334.0,11.3,7.0,61.9,9.0,0.5,break-fast,vegan
Gelatin,335.0,85.6,0.1,0.0,0.0,0.0,snacks,vegan
Syrups Corn Dark,286.0,0.0,0.0,77.6,0.0,77.6,snacks,vegan
Formulated Bar South Beach Protein Bar,412.0,30.3,15.2,38.4,7.3,15.2,snacks,vegan
Rice Brown With Gravy Fat Not Added In Cooking,101.0,2.2,1.4,19.6,1.2,0.3,dinner,vegan
Cereal (Kellogg's Rice Krispies),381.0,6.8,2.0,85.0,0.4,9.9,break-fast,vegan
Barley Ns As To Fat Added In Cooking,122.0,2.2,0.4,28.1,3.8,0.3,lunch,vegan
Cookies Peanut Butter Commercially Prepared Regular,473.0,8.9,23.8,58.2,2.1,28.6,snacks,vegan
Lambsquarter Cooked Made With Margarine,45.0,3.1,2.2,4.9,2.0,0.6,dinner,vegan
Palm Hearts Cooked Assume Fat Not Added In Cooking,114.0,2.7,0.2,25.5,1.5,17.1,lunch,vegan
Alfredo Sauce With Meat And Added Vegetables,145.0,6.7,12.5,1.6,0.3,1.1,lunch,vegan
Pear Juice Baby Food,47.0,0.0,0.0,11.9,0.1,7.3,snacks,vegan
Cooked New Zealand Spinach,12.0,1.3,0.2,2.1,1.4,0.2,lunch,vegan
Biscuit With Egg Cheese And Bacon,301.0,12.0,17.5,24.4,0.2,1.7,break-fast,vegan
Cauliflower Cooked From Frozen Made With Margarine,32.0,1.6,1.8,3.7,2.6,1.0,lunch,vegan
Taro,112.0,1.5,0.2,26.5,4.1,0.4,lunch,vegan
Canned Mung Bean Sprouts,12.0,1.4,0.1,2.1,0.8,0.7,lunch,vegan
Carrots Canned Low Sodium Made With Margarine,50.0,0.9,1.9,8.0,2.7,3.7,lunch,vegan
Frankfurter Or Hot Dog Sandwich Fat Free Plain On Whole Grain White Bread,162.0,12.2,1.9,24.2,3.6,1.9,lunch,vegan
Potato French Fries School,164.0,2.0,9.2,19.3,1.7,1.3,lunch,vegan
Oil Soybean Salad Or Cooking (Partially Hydrogenated),884.0,0.0,100.0,0.0,0.0,0.0,common,vegan
Loganberries (Frozen),55.0,1.5,0.3,13.0,5.3,7.7,snacks,vegan
Mixed Vegetable And Fruit Juice Drink With Added Nutrients,29.0,0.0,0.0,7.5,0.0,2.1,break-fast,vegan
Soybeans Mature Seeds Cooked Boiled With Salt,172.0,18.2,9.0,8.4,6.0,2.4,lunch,vegan
Peas And Carrots From Frozen Creamed,91.0,3.4,4.9,9.7,1.8,4.4,lunch,vegan
Macaroni Or Pasta Salad With Egg,215.0,5.2,11.4,22.5,1.3,1.8,break-fast,vegan
Spinach Cooked Ns As To Form Made With Margarine,46.0,3.9,2.3,4.7,3.6,0.5,lunch,vegan
Drumstick Pods Cooked Boiled Drained Without Salt,36.0,2.1,0.2,8.2,4.2,0.0,lunch,vegan
Escarole Creamed,80.0,2.4,5.2,6.0,1.5,2.2,lunch,vegan
Margarine-Like Vegetable Oil Spread Approximately 37% Fat Unspecified Oils With Salt With Added Vitamin D,339.0,0.5,37.8,0.7,0.0,0.0,common,vegan
Peppers Sweet Red Frozen Chopped Unprepared,20.0,1.1,0.2,4.4,1.6,3.3,lunch,vegan
Apple-Raspberry Baby Food Junior,60.0,0.2,0.2,16.0,2.0,10.9,snacks,vegan
Fried Bread Puerto Rican Style,257.0,5.0,8.2,41.8,0.5,31.3,lunch,vegan
Water With Added Vitamins And Minerals Bottles Sweetened Assorted Fruit Flavors,22.0,0.0,0.0,5.5,0.0,5.5,break-fast,vegan
Health Valley Fiber 7 Flakes,353.0,14.4,1.4,78.2,14.1,20.0,break-fast,vegan
Infant Formula Powder Made With Water NFS (Enfamil A.r.),66.0,1.6,3.4,7.2,0.0,7.2,snacks,vegan
Cake Or Cupcake Gingerbread,308.0,4.0,10.2,50.7,1.2,31.7,snacks,vegan
Paella With Seafood,142.0,8.0,4.7,16.4,0.8,0.9,dinner,vegan
Crunchmaster Multi-Grain Crisps Snack Crackers Gluten-Free,456.0,10.9,15.9,67.2,7.5,0.8,break-fast,vegan
Coffee Iced Latte Decaffeinated Nonfat Flavored,32.0,1.7,0.1,6.2,0.0,5.9,break-fast,vegan
Beans Snap Yellow Frozen Cooked Boiled Drained Without Salt,28.0,1.5,0.2,6.4,3.0,1.9,lunch,vegan
Beans Kidney Royal Red Mature Seeds Cooked Boiled With Salt,123.0,9.5,0.2,21.8,9.3,0.0,lunch,vegan
Quaker Instant Oatmeal Weight Control Cinnamon,361.0,16.5,6.3,64.2,13.0,1.3,break-fast,vegan
Infant Formula Liquid Concentrate Made With Tap Water (Store Brand),66.0,1.4,3.6,7.1,0.0,7.1,snacks,vegan
Oil Bearded Seal (Oogruk) (Alaska Native),899.0,0.6,99.6,0.0,0.0,0.0,common,vegan
Tomatoes Red Ripe Canned With Green Chilies,15.0,0.7,0.1,3.6,0.0,0.0,lunch,vegan
Apples,52.0,0.3,0.2,13.8,2.4,10.4,snacks,vegan
Halvah Plain,522.0,8.0,31.9,57.6,4.5,53.1,snacks,vegan
Cooked Millet,119.0,3.5,1.0,23.7,1.3,0.1,lunch,vegan
Turnips Frozen Cooked Boiled Drained With Salt,21.0,1.5,0.2,3.7,2.0,1.7,lunch,vegan
Tofu Frozen Dessert Chocolate,237.0,3.4,14.8,25.0,3.5,20.0,snacks,vegan
Fudge Vanilla Prepared-From-Recipe,383.0,1.0,5.4,82.2,0.0,79.8,snacks,vegan
Cookies Oatmeal Commercially Prepared Soft-Type,409.0,6.1,14.7,65.7,2.7,0.0,break-fast,vegan
Potatoes French Fried All Types Salt Not Added In Processing Frozen As Purchased,147.0,2.2,4.7,24.8,1.9,0.2,lunch,vegan
Infant Formula Mead Johnson Enfamil Prosobee Lipil With Iron Powder Not Reconstituted With Ara And Dha,512.0,12.7,27.0,54.6,0.0,0.1,snacks,vegan
Sauce Homemade White Medium,147.0,3.8,10.6,9.2,0.2,4.4,lunch,vegan
Kanpyo,258.0,8.6,0.6,65.0,9.8,0.0,lunch,vegan
Cookie Butter Or Sugar With Chocolate Icing Or Filling,503.0,4.1,23.5,68.8,1.9,33.8,snacks,vegan
Roll With Meat And/or Shrimp Vegetables And Rice Paper Not Fried,111.0,5.5,2.6,17.1,2.1,3.9,dinner,vegan
Spanish Rice Ns As To Fat Added In Cooking,114.0,2.9,2.6,19.7,1.2,1.6,dinner,vegan
Soft Taco With Fish,199.0,10.2,8.0,21.3,2.0,2.4,dinner,vegan
Corn-Based Extruded Chips Barbecue-Flavor Made With Enriched Masa Flour,523.0,7.0,32.7,56.2,0.0,0.0,snacks,vegan
Chicken Or Turkey Broth With Tomato Home Recipe,48.0,0.8,4.2,2.4,0.6,1.3,lunch,vegan
Pinot Noir,82.0,0.1,0.0,2.3,0.0,0.0,break-fast,vegan
Cooked Hawaiin Mountain Yam,82.0,1.7,0.1,20.0,0.0,0.0,lunch,vegan
Infant Formula Liquid Concentrate Made With Plain Bottled Water (Store Brand),66.0,1.4,3.6,7.1,0.0,7.1,snacks,vegan
Fajita With Vegetables,161.0,5.5,8.6,15.9,1.9,3.4,dinner,vegan
Banana Whip,136.0,4.9,0.3,30.3,1.7,23.0,snacks,vegan
Croissant Sandwich Filled With Chicken Broccoli And Cheese Sauce,271.0,12.3,14.7,22.1,0.9,3.8,lunch,vegan
Babyfood Fruit Dessert Mango With Tapioca,70.0,0.3,0.2,19.0,1.1,13.0,snacks,vegan
English Muffin With Egg Cheese And Canadian Bacon,228.0,13.6,9.7,21.7,0.4,2.1,break-fast,vegan
Wrap Sandwich Filled With Meat Poultry Or Fish Vegetables And Cheese,205.0,12.4,11.2,14.0,1.1,2.7,lunch,vegan
Pasta With Tomato-Based Sauce Home Recipe,106.0,3.7,1.3,19.6,1.8,2.6,dinner,vegan
McDonalds Bacon Ranch Salad Without Chicken,61.0,4.1,3.6,4.2,1.5,2.1,break-fast,vegan
Mayonnaise Made With Tofu,322.0,6.0,31.8,3.1,1.1,0.8,common,vegan
